Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,word,word_clean,wn_pos,wn_lexname,wn_lex_clean,wn_level1,wn_level2,wn_level1_name,wn_level2_name
animal,19,19,45.49,2.89,1.41,1,animal,animal,n,noun.Tops,Tops,organism.n.01,living_thing.n.01,organism,living_thing
beast,19,19,24.55,5.74,2.79,1,beast,beast,n,noun.Tops,Tops,organism.n.01,living_thing.n.01,organism,living_thing
creature,19,19,21.41,7.32,2.4,1,creature,creature,n,noun.Tops,Tops,organism.n.01,living_thing.n.01,organism,living_thing
event,21,21,26.37,7.81,2.82,1,event,event,n,noun.Tops,Tops,psychological_feature.n.01,abstraction.n.06,psychological_feature,abstraction
feeling,21,21,168.18,5.31,1.86,1,feeling,feeling,n,noun.Tops,Tops,state.n.02,attribute.n.02,state,attribute
food,20,20,154.43,3.25,1.21,1,food,food,n,noun.Tops,Tops,substance.n.07,matter.n.03,substance,matter
group,18,18,73.76,5.94,1.89,1,group,group,n,noun.Tops,Tops,abstraction.n.06,entity.n.01,abstraction,entity
individual,20,20,11.69,7.7,2.52,1,individual,individual,n,noun.Tops,Tops,causal_agent.n.01,physical_entity.n.01,causal_agent,physical_entity
knowledge,19,19,25.53,7.68,1.95,1,knowledge,knowledge,n,noun.Tops,Tops,psychological_feature.n.01,abstraction.n.06,psychological_feature,abstraction
location,21,21,24.76,6.86,2.31,1,location,location,n,noun.Tops,Tops,object.n.01,physical_entity.n.01,object,physical_entity
object,18,18,25.76,7.94,3.04,1,object,object,n,noun.Tops,Tops,physical_entity.n.01,entity.n.01,physical_entity,entity
person,21,21,212.88,4.67,1.88,1,person,person,n,noun.Tops,Tops,causal_agent.n.01,physical_entity.n.01,causal_agent,physical_entity
somebody,22,22,344.53,5.31,2.17,1,somebody,somebody,n,noun.Tops,Tops,causal_agent.n.01,physical_entity.n.01,causal_agent,physical_entity
someone,22,22,446.12,4.92,1.53,1,someone,someone,n,noun.Tops,Tops,causal_agent.n.01,physical_entity.n.01,causal_agent,physical_entity
space,18,18,66.06,5.67,1.91,1,space,space,n,noun.Tops,Tops,attribute.n.02,abstraction.n.06,attribute,abstraction
action,18,18,61.08,6.67,2.83,1,action,action,n,noun.act,act,act.n.02,event.n.01,act,event
activity,19,19,12.88,6.47,2.84,1,activity,activity,n,noun.act,act,act.n.02,event.n.01,act,event
adoption,19,19,4.69,7.79,3.08,1,adoption,adoption,n,noun.act,act,blessing.n.01,support.n.02,blessing,support
adventure,18,18,13.43,5.67,1.81,1,adventure,adventure,n,noun.act,act,undertaking.n.01,work.n.01,undertaking,work
annoying,21,21,11.12,6.52,2.71,1,annoying,annoying,n,noun.act,act,mistreatment.n.01,practice.n.01,mistreatment,practice
appointment,19,19,30.57,7.53,3.04,1,appointment,appointment,n,noun.act,act,decision.n.01,choice.n.02,decision,choice
approval,19,19,8.39,7.95,2.27,1,approval,approval,n,noun.act,act,support.n.02,aid.n.02,support,aid
arrest,19,19,59.55,7.47,2.46,1,arrest,arrest,n,noun.act,act,capture.n.01,acquiring.n.01,capture,acquiring
assignment,19,19,17.88,7,2.56,1,assignment,assignment,n,noun.act,act,duty.n.02,work.n.01,duty,work
attack,19,19,75.55,6.58,2.32,1,attack,attack,n,noun.act,act,operation.n.05,activity.n.01,operation,activity
attempt,20,20,19.12,7.7,2.32,1,attempt,attempt,n,noun.act,act,activity.n.01,act.n.02,activity,act
attendance,18,18,2.65,7.11,1.6,1,attendance,attendance,n,noun.act,act,group_action.n.01,event.n.01,group_action,event
avenue,19,19,16.88,7,2.26,1,avenue,avenue,n,noun.act,act,approach.n.01,conceptualization.n.01,approach,conceptualization
award,18,18,12.88,7.5,1.82,1,award,award,n,noun.act,act,grant.n.02,allotment.n.02,grant,allotment
ballet,19,19,10.25,7.21,3.17,1,ballet,ballet,n,noun.act,act,stage_dancing.n.01,dancing.n.01,stage_dancing,dancing
baptism,19,19,1.2,6.58,3.67,1,baptism,baptism,n,noun.act,act,sacrament.n.01,religious_ceremony.n.01,sacrament,religious_ceremony
baseball,18,18,25.25,4.83,1.72,1,baseball,baseball,n,noun.act,act,ball_game.n.01,field_game.n.01,ball_game,field_game
basketball,20,20,21.39,5.3,2.2,1,basketball,basketball,n,noun.act,act,court_game.n.01,athletic_game.n.01,court_game,athletic_game
bathe,18,18,2.51,5,2.11,1,bathe,bathe,n,noun.act,act,swimming.n.01,water_sport.n.01,swimming,water_sport
bathing,19,19,7.43,3.84,2.27,1,bathing,bathing,n,noun.act,act,diversion.n.01,activity.n.01,diversion,activity
battle,19,19,42.25,6.95,2.91,1,battle,battle,n,noun.act,act,military_action.n.01,group_action.n.01,military_action,group_action
behavior,19,19,22.39,7.05,2.59,1,behavior,behavior,n,noun.act,act,activity.n.01,act.n.02,activity,act
belch,18,18,0.73,6.22,2.26,1,belch,belch,n,noun.act,act,expulsion.n.03,propulsion.n.02,expulsion,propulsion
best,21,21,404.37,4.09,1.66,1,best,best,n,noun.act,act,attempt.n.01,activity.n.01,attempt,activity
bingo,19,19,12.55,6.95,2.57,1,bingo,bingo,n,noun.act,act,board_game.n.01,parlor_game.n.01,board_game,parlor_game
blast,18,18,16.18,7.06,3.02,1,blast,blast,n,noun.act,act,fly.n.04,hit.n.02,fly,hit
blastoff,19,19,0.63,6.58,3.27,1,blastoff,blastoff,n,noun.act,act,rocket_firing.n.01,launching.n.03,rocket_firing,launching
blessing,19,19,9.71,7.63,3.61,1,blessing,blessing,n,noun.act,act,support.n.02,aid.n.02,support,aid
blessings,22,22,4.04,7.06,4.06,1,blessings,blessings,n,noun.act,act,support.n.02,aid.n.02,support,aid
blink,19,19,5.06,5.63,2.27,1,blink,blink,n,noun.act,act,reflex.n.01,reaction.n.03,reflex,reaction
blow,21,21,97.57,4,1.76,1,blow,blow,n,noun.act,act,stroke.n.12,motion.n.03,stroke,motion
bombing,19,19,7.49,7.74,2.94,1,bombing,bombing,n,noun.act,act,attack.n.01,operation.n.05,attack,operation
boost,18,18,4.51,7.89,2.87,1,boost,boost,n,noun.act,act,aid.n.02,activity.n.01,aid,activity
boring,19,19,27.41,5.26,2,1,boring,boring,n,noun.act,act,creating_by_removal.n.01,creation.n.01,creating_by_removal,creation
bowling,21,21,10.69,7,3.13,1,bowling,bowling,n,noun.act,act,game.n.01,activity.n.01,game,activity
boxing,19,19,7.25,7.16,2.81,1,boxing,boxing,n,noun.act,act,contact_sport.n.01,sport.n.01,contact_sport,sport
breath,21,21,44.92,5.81,2.02,1,breath,breath,n,noun.act,act,bodily_process.n.01,organic_process.n.01,bodily_process,organic_process
burp,18,18,1.29,4.67,1.88,1,burp,burp,n,noun.act,act,expulsion.n.03,propulsion.n.02,expulsion,propulsion
burst,18,18,8.53,7.72,2.7,1,burst,burst,n,noun.act,act,change_of_integrity.n.01,change.n.03,change_of_integrity,change
camping,18,18,6.18,5.33,1.64,1,camping,camping,n,noun.act,act,inhabitancy.n.01,occupancy.n.01,inhabitancy,occupancy
capture,18,18,10.59,6.39,2.33,1,capture,capture,n,noun.act,act,acquiring.n.01,act.n.02,acquiring,act
care,20,20,485.25,5.65,2.01,1,care,care,n,noun.act,act,work.n.01,activity.n.01,work,activity
carnival,22,22,7.12,6.95,3.05,1,carnival,carnival,n,noun.act,act,festival.n.02,celebration.n.02,festival,celebration
carry,19,19,65.9,5.16,2.43,1,carry,carry,n,noun.act,act,transportation.n.02,movement.n.11,transportation,movement
catnap,18,18,0.18,7.17,2.66,1,catnap,catnap,n,noun.act,act,sleeping.n.03,bodily_process.n.01,sleeping,bodily_process
charge,20,20,89.39,7.5,3.2,1,charge,charge,n,noun.act,act,attack.n.01,operation.n.05,attack,operation
chase,19,19,32.8,5.53,2.12,1,chase,chase,n,noun.act,act,motion.n.06,change.n.03,motion,change
checkers,19,19,1.88,6.11,1.88,1,checkers,checkers,n,noun.act,act,board_game.n.01,parlor_game.n.01,board_game,parlor_game
checkout,18,18,1.25,6.44,2.43,1,checkout,checkout,n,noun.act,act,inspection.n.01,examination.n.01,inspection,examination
checkup,18,18,2.1,6.06,2.39,1,checkup,checkup,n,noun.act,act,examination.n.01,investigation.n.02,examination,investigation
chomp,19,19,0.25,6.11,2.21,1,chomp,chomp,n,noun.act,act,eating.n.01,consumption.n.01,eating,consumption
chore,19,19,1,5.79,1.51,1,chore,chore,n,noun.act,act,duty.n.02,work.n.01,duty,work
clean,18,18,121.24,3.89,1.49,1,clean,clean,n,noun.act,act,weightlift.n.01,bodybuilding.n.01,weightlift,bodybuilding
coming,22,22,527.02,4.77,1.41,1,coming,coming,n,noun.act,act,motion.n.06,change.n.03,motion,change
conditioner,19,19,2.16,7.68,2.4,1,conditioner,conditioner,n,noun.act,act,cardiopulmonary_exercise.n.01,exercise.n.01,cardiopulmonary_exercise,exercise
construction,18,18,13.84,7.67,4.07,1,construction,construction,n,noun.act,act,creating_from_raw_materials.n.01,creation.n.01,creating_from_raw_materials,creation
contact,18,18,64.8,7.78,2.62,1,contact,contact,n,noun.act,act,interaction.n.01,action.n.01,interaction,action
cooking,20,20,25.63,5.1,2.17,1,cooking,cooking,n,noun.act,act,change_of_state.n.01,change.n.03,change_of_state,change
countdown,19,19,3.53,6.26,2.42,1,countdown,countdown,n,noun.act,act,count.n.02,investigation.n.02,count,investigation
course,21,21,487.22,7.34,1.96,1,course,course,n,noun.act,act,education.n.01,activity.n.01,education,activity
courtesy,18,18,8.12,7.72,2.16,1,courtesy,courtesy,n,noun.act,act,politeness.n.02,action.n.01,politeness,action
craft,18,18,5.67,5.83,2.23,1,craft,craft,n,noun.act,act,occupation.n.01,activity.n.01,occupation,activity
crawl,18,18,12.04,3.89,1.23,1,crawl,crawl,n,noun.act,act,motion.n.06,change.n.03,motion,change
creation,19,19,6.08,7.79,2.07,1,creation,creation,n,noun.act,act,activity.n.01,act.n.02,activity,act
crime,18,18,71.24,7.67,3.2,1,crime,crime,n,noun.act,act,transgression.n.01,wrongdoing.n.02,transgression,wrongdoing
cuddle,19,19,2.16,6.16,3.39,1,cuddle,cuddle,n,noun.act,act,embrace.n.01,clasp.n.02,embrace,clasp
dab,18,18,1.12,6.72,2.4,1,dab,dab,n,noun.act,act,touch.n.05,act.n.02,touch,act
dancing,22,21,54.39,4.09,1.44,0.95,dancing,dancing,n,noun.act,act,diversion.n.01,activity.n.01,diversion,activity
darts,21,21,1.96,7.03,1.94,1,darts,darts,n,noun.act,act,board_game.n.01,parlor_game.n.01,board_game,parlor_game
daycare,19,19,1.51,6.74,3.48,1,daycare,daycare,n,noun.act,act,childcare.n.01,service.n.02,childcare,service
deal,18,18,261.37,6,2.06,1,deal,deal,n,noun.act,act,transaction.n.01,group_action.n.01,transaction,group_action
decision,21,21,55.06,7.57,2.25,1,decision,decision,n,noun.act,act,choice.n.02,action.n.01,choice,action
delivery,19,19,19.94,7.68,1.83,1,delivery,delivery,n,noun.act,act,transportation.n.02,movement.n.11,transportation,movement
destruction,21,21,11.51,7.62,2.78,1,destruction,destruction,n,noun.act,act,termination.n.05,change_of_state.n.01,termination,change_of_state
difficulty,18,18,5.59,6.83,2.53,1,difficulty,difficulty,n,noun.act,act,effort.n.02,labor.n.02,effort,labor
dining,20,20,11.73,6.8,2.61,1,dining,dining,n,noun.act,act,eating.n.01,consumption.n.01,eating,consumption
discovery,19,19,11.45,7.84,3.24,1,discovery,discovery,n,noun.act,act,act.n.02,event.n.01,act,event
dishwashing,19,19,0.33,6.37,3.06,1,dishwashing,dishwashing,n,noun.act,act,wash.n.02,work.n.01,wash,work
disobedience,19,19,0.76,7.84,2.95,1,disobedience,disobedience,n,noun.act,act,insubordination.n.02,resistance.n.11,insubordination,resistance
dominoes,20,20,0.88,7.7,2.57,1,dominoes,dominoes,n,noun.act,act,table_game.n.01,game.n.01,table_game,game
double,19,19,62.71,5.58,1.3,1,double,double,n,noun.act,act,base_hit.n.01,hit.n.01,base_hit,hit
drain,19,19,8.63,6.26,2.96,1,drain,drain,n,noun.act,act,emptying.n.01,removal.n.01,emptying,removal
drive,19,19,153.14,5.26,2.58,1,drive,drive,n,noun.act,act,propulsion.n.02,act.n.02,propulsion,act
dunk,19,19,2.59,6.58,4.07,1,dunk,dunk,n,noun.act,act,basketball_shot.n.01,shot.n.15,basketball_shot,shot
duty,20,20,50.96,7.15,2.06,1,duty,duty,n,noun.act,act,social_control.n.01,group_action.n.01,social_control,group_action
education,20,20,19.53,6.7,1.92,1,education,education,n,noun.act,act,activity.n.01,act.n.02,activity,act
embrace,19,19,7.57,7.05,3.41,1,embrace,embrace,n,noun.act,act,clasp.n.02,grasping.n.02,clasp,grasping
entertainment,18,18,12.55,7.39,2.4,1,entertainment,entertainment,n,noun.act,act,diversion.n.01,activity.n.01,diversion,activity
errand,19,18,4,6.94,2.67,0.95,errand,errand,n,noun.act,act,trip.n.01,journey.n.01,trip,journey
error,19,19,9.27,6.21,1.51,1,error,error,n,noun.act,act,nonaccomplishment.n.01,act.n.02,nonaccomplishment,act
escape,20,20,44.27,6.6,1.47,1,escape,escape,n,noun.act,act,running_away.n.01,act.n.02,running_away,act
evil,21,21,73.16,6.71,2.99,1,evil,evil,n,noun.act,act,transgression.n.01,wrongdoing.n.02,transgression,wrongdoing
exercise,18,18,17.73,6.17,2.83,1,exercise,exercise,n,noun.act,act,effort.n.02,labor.n.02,effort,labor
fade,20,20,5.61,6.95,2.67,1,fade,fade,n,noun.act,act,golf_stroke.n.01,stroke.n.01,golf_stroke,stroke
fair,18,18,94.75,5.67,1.91,1,fair,fair,n,noun.act,act,show.n.01,entertainment.n.01,show,entertainment
farming,19,19,1.61,5.37,2.14,1,farming,farming,n,noun.act,act,cultivation.n.02,production.n.07,cultivation,production
fart,18,18,6.43,5.78,2.34,1,fart,fart,n,noun.act,act,reflex.n.01,reaction.n.03,reflex,reaction
fast,22,21,137.45,3.74,1.33,0.95,fast,fast,n,noun.act,act,abstinence.n.02,self-denial.n.02,abstinence,self-denial
fastball,18,18,1.16,7.06,1.73,1,fastball,fastball,n,noun.act,act,pitch.n.02,throw.n.01,pitch,throw
fault,18,18,104.12,6.94,2.84,1,fault,fault,n,noun.act,act,nonaccomplishment.n.01,act.n.02,nonaccomplishment,act
favor,19,18,70.76,6.94,2.34,0.95,favor,favor,n,noun.act,act,kindness.n.03,action.n.01,kindness,action
fetch,18,18,10.96,6.61,2.55,1,fetch,fetch,n,noun.act,act,action.n.01,act.n.02,action,act
fight,19,19,201.08,5.47,2.06,1,fight,fight,n,noun.act,act,military_action.n.01,group_action.n.01,military_action,group_action
fireman,19,19,2.92,5.05,1.22,1,fireman,fireman,n,noun.act,act,play.n.08,diversion.n.01,play,diversion
fishing,18,18,23.61,4.72,2.4,1,fishing,fishing,n,noun.act,act,outdoor_sport.n.01,sport.n.01,outdoor_sport,sport
flinch,18,18,1.14,7.89,3.1,1,flinch,flinch,n,noun.act,act,startle.n.01,reflex.n.01,startle,reflex
flip,18,18,14.27,5.11,1.32,1,flip,flip,n,noun.act,act,tumble.n.01,acrobatic_stunt.n.01,tumble,acrobatic_stunt
football,19,19,37.53,4.84,1.64,1,football,football,n,noun.act,act,field_game.n.01,outdoor_game.n.01,field_game,outdoor_game
foul,20,20,14.47,7.75,2.15,1,foul,foul,n,noun.act,act,violation.n.02,wrongdoing.n.02,violation,wrongdoing
frightening,20,20,5.76,6.55,2.44,1,frightening,frightening,n,noun.act,act,bullying.n.01,aggression.n.05,bullying,aggression
fun,18,18,235.49,3.67,0.97,1,fun,fun,n,noun.act,act,diversion.n.01,activity.n.01,diversion,activity
game,19,19,233.84,4.26,1.82,1,game,game,n,noun.act,act,activity.n.01,act.n.02,activity,act
gardening,19,19,2.41,6.42,2.5,1,gardening,gardening,n,noun.act,act,farming.n.01,cultivation.n.02,farming,cultivation
get,18,18,4583.76,3.17,1.29,1,get,get,n,noun.act,act,return.n.11,tennis_stroke.n.01,return,tennis_stroke
going,20,20,2123.29,5.41,1.9,1,going,going,n,noun.act,act,act.n.02,event.n.01,act,event
golf,19,19,25.53,7.16,2.61,1,golf,golf,n,noun.act,act,outdoor_game.n.01,athletic_game.n.01,outdoor_game,athletic_game
golfing,19,19,1.55,7.68,2.54,1,golfing,golfing,n,noun.act,act,playing.n.02,action.n.01,playing,action
graduation,18,18,9.8,7.28,2.49,1,graduation,graduation,n,noun.act,act,completion.n.02,termination.n.05,completion,termination
grip,20,20,9.69,6.7,2,1,grip,grip,n,noun.act,act,grasping.n.02,control.n.05,grasping,control
gulp,21,21,0.98,7.29,3.39,1,gulp,gulp,n,noun.act,act,swallow.n.02,consumption.n.01,swallow,consumption
gunfire,21,21,5.22,7.52,2.42,1,gunfire,gunfire,n,noun.act,act,shooting.n.01,propulsion.n.02,shooting,propulsion
gunshot,18,18,10.2,6.78,1.9,1,gunshot,gunshot,n,noun.act,act,shooting.n.01,propulsion.n.02,shooting,propulsion
gymnastics,19,19,1.53,7.74,2.98,1,gymnastics,gymnastics,n,noun.act,act,sport.n.01,diversion.n.01,sport,diversion
handstand,21,21,0.14,6.71,2.9,1,handstand,handstand,n,noun.act,act,gymnastic_exercise.n.01,exercise.n.01,gymnastic_exercise,exercise
haul,19,19,7.08,7.58,2.5,1,haul,haul,n,noun.act,act,pull.n.01,propulsion.n.02,pull,propulsion
headstand,20,20,0.06,7.15,2.16,1,headstand,headstand,n,noun.act,act,acrobatic_stunt.n.01,stunt.n.01,acrobatic_stunt,stunt
hearing,20,20,44.73,6.05,2.28,1,hearing,hearing,n,noun.act,act,proceeding.n.01,due_process.n.01,proceeding,due_process
help,20,20,921.12,3.65,1.79,1,help,help,n,noun.act,act,activity.n.01,act.n.02,activity,act
hit,20,20,275,4.75,2.83,1,hit,hit,n,noun.act,act,feat.n.01,accomplishment.n.01,feat,accomplishment
hobby,18,18,6.94,7.44,1.62,1,hobby,hobby,n,noun.act,act,pastime.n.01,diversion.n.01,pastime,diversion
hockey,18,18,11.53,5.44,1.42,1,hockey,hockey,n,noun.act,act,field_game.n.01,outdoor_game.n.01,field_game,outdoor_game
hold,18,18,436.73,4.67,2.89,1,hold,hold,n,noun.act,act,grasping.n.02,control.n.05,grasping,control
homework,19,19,20.14,5.89,1.73,1,homework,homework,n,noun.act,act,school_assignment.n.01,assignment.n.05,school_assignment,assignment
hop,19,19,19.16,4.84,2.17,1,hop,hop,n,noun.act,act,jump.n.06,propulsion.n.02,jump,propulsion
hopscotch,20,20,0.29,5.8,1.32,1,hopscotch,hopscotch,n,noun.act,act,child's_game.n.01,game.n.01,child's_game,game
horseplay,19,19,0.37,6.05,2.48,1,horseplay,horseplay,n,noun.act,act,play.n.14,diversion.n.01,play,diversion
housekeeping,20,20,3,7.5,2.37,1,housekeeping,housekeeping,n,noun.act,act,work.n.01,activity.n.01,work,activity
housework,18,18,1.25,7,4.83,1,housework,housework,n,noun.act,act,work.n.01,activity.n.01,work,activity
hug,19,19,19.33,2.58,0.96,1,hug,hug,n,noun.act,act,embrace.n.01,clasp.n.02,embrace,clasp
hula,21,18,1.96,7.72,3,0.86,hula,hula,n,noun.act,act,rain_dance.n.01,ritual_dancing.n.01,rain_dance,ritual_dancing
hunting,19,19,21.2,7.26,4.52,1,hunting,hunting,n,noun.act,act,blood_sport.n.01,sport.n.01,blood_sport,sport
interruption,19,19,1.88,7.95,2.84,1,interruption,interruption,n,noun.act,act,delay.n.02,inactivity.n.03,delay,inactivity
jiggle,21,21,1.22,7.48,2.96,1,jiggle,jiggle,n,noun.act,act,shaking.n.01,agitation.n.05,shaking,agitation
job,18,18,413,5.39,2.06,1,job,job,n,noun.act,act,activity.n.01,act.n.02,activity,act
journey,18,18,19.94,7.67,2.45,1,journey,journey,n,noun.act,act,travel.n.01,motion.n.06,travel,motion
juggle,18,18,1.45,6.39,2.87,1,juggle,juggle,n,noun.act,act,rearrangement.n.01,arrangement.n.06,rearrangement,arrangement
karate,20,20,7.57,7.75,2.43,1,karate,karate,n,noun.act,act,martial_art.n.01,self-defense.n.01,martial_art,self-defense
kick,18,18,73.41,4.06,1.73,1,kick,kick,n,noun.act,act,blow.n.01,stroke.n.12,blow,stroke
kill,20,20,452.57,6.35,2.58,1,kill,kill,n,noun.act,act,termination.n.05,change_of_state.n.01,termination,change_of_state
kiss,18,18,121.16,3.61,2.25,1,kiss,kiss,n,noun.act,act,touch.n.05,act.n.02,touch,act
kneel,19,19,5.33,6.95,3.72,1,kneel,kneel,n,noun.act,act,motion.n.03,change.n.03,motion,change
leap,19,19,6.67,5.53,1.93,1,leap,leap,n,noun.act,act,jump.n.06,propulsion.n.02,jump,propulsion
leapfrog,18,17,0.35,5.41,2.76,0.94,leapfrog,leapfrog,n,noun.act,act,progress.n.02,motion.n.06,progress,motion
lesson,20,20,32.24,7.8,3.12,1,lesson,lesson,n,noun.act,act,teaching.n.01,education.n.04,teaching,education
lift,19,19,34.14,4.74,1.91,1,lift,lift,n,noun.act,act,aid.n.02,activity.n.01,aid,activity
limp,19,19,3.67,7.16,2.14,1,limp,limp,n,noun.act,act,gait.n.03,walk.n.01,gait,walk
liner,19,19,1.22,7.42,1.54,1,liner,liner,n,noun.act,act,fly.n.04,hit.n.02,fly,hit
market,19,19,36.24,7.16,2.43,1,market,market,n,noun.act,act,activity.n.01,act.n.02,activity,act
measure,19,19,10.53,7.53,2.84,1,measure,measure,n,noun.act,act,maneuver.n.04,move.n.01,maneuver,move
measurement,19,19,0.53,6.05,1.81,1,measurement,measurement,n,noun.act,act,activity.n.01,act.n.02,activity,act
minus,21,21,7.86,5.82,1.5,1,minus,minus,n,noun.act,act,arithmetic_operation.n.01,mathematical_process.n.01,arithmetic_operation,mathematical_process
misbehavior,19,19,0.1,6.68,2.03,1,misbehavior,misbehavior,n,noun.act,act,wrongdoing.n.02,activity.n.01,wrongdoing,activity
mistake,18,18,101.96,5.78,1.73,1,mistake,mistake,n,noun.act,act,nonaccomplishment.n.01,act.n.02,nonaccomplishment,act
move,21,21,418.14,4.62,1.75,1,move,move,n,noun.act,act,decision.n.01,choice.n.02,decision,choice
movement,19,19,14.84,6.58,2.14,1,movement,movement,n,noun.act,act,change.n.03,action.n.01,change,action
multiplication,19,19,0.27,7.79,1.99,1,multiplication,multiplication,n,noun.act,act,reproduction.n.05,sexual_activity.n.01,reproduction,sexual_activity
out,21,21,3865.31,3.28,1.56,1,out,out,n,noun.act,act,failure.n.01,nonaccomplishment.n.01,failure,nonaccomplishment
outing,20,19,1,7.95,3.61,0.95,outing,outing,n,noun.act,act,journey.n.01,travel.n.01,journey,travel
overflow,18,18,0.96,6.44,3.42,1,overflow,overflow,n,noun.act,act,flow.n.03,motion.n.06,flow,motion
pains,21,21,5.27,6.53,2.28,1,pains,pains,n,noun.act,act,attempt.n.01,activity.n.01,attempt,activity
paperwork,19,19,10.41,7.53,2.67,1,paperwork,paperwork,n,noun.act,act,work.n.01,activity.n.01,work,activity
pardon,18,18,64.65,7.83,2.31,1,pardon,pardon,n,noun.act,act,kindness.n.03,action.n.01,kindness,action
participation,18,18,1.98,7.56,2.41,1,participation,participation,n,noun.act,act,group_action.n.01,event.n.01,group_action,event
parting,18,18,2.27,7.89,2.59,1,parting,parting,n,noun.act,act,departure.n.01,act.n.02,departure,act
pass,18,18,108.12,5.39,1.65,1,pass,pass,n,noun.act,act,accomplishment.n.01,action.n.01,accomplishment,action
path,18,18,24.55,6.11,2.95,1,path,path,n,noun.act,act,course.n.04,action.n.01,course,action
peek,19,19,5.33,5.79,3.01,1,peek,peek,n,noun.act,act,look.n.02,sensing.n.02,look,sensing
peekaboo,20,20,1.12,3.65,2.37,1,peekaboo,peekaboo,n,noun.act,act,child's_game.n.01,game.n.01,child's_game,game
photography,19,19,3.88,7.84,1.77,1,photography,photography,n,noun.act,act,pictorial_representation.n.01,representation.n.10,pictorial_representation,representation
piggyback,18,18,1.08,5,2.3,1,piggyback,piggyback,n,noun.act,act,carry.n.01,transportation.n.02,carry,transportation
pinball,19,19,1.53,6.95,1.93,1,pinball,pinball,n,noun.act,act,game.n.03,diversion.n.01,game,diversion
pleasing,18,18,1.55,7.28,1.9,1,pleasing,pleasing,n,noun.act,act,gratification.n.02,satisfaction.n.05,gratification,satisfaction
practice,21,21,45.69,6.24,2.93,1,practice,practice,n,noun.act,act,activity.n.01,act.n.02,activity,act
prayer,20,20,15.78,5.25,1.77,1,prayer,prayer,n,noun.act,act,worship.n.01,activity.n.01,worship,activity
pretend,18,18,40.31,4.56,1.38,1,pretend,pretend,n,noun.act,act,pretense.n.01,deception.n.02,pretense,deception
pull,19,19,146.45,4.79,1.93,1,pull,pull,n,noun.act,act,propulsion.n.02,act.n.02,propulsion,act
punch,20,20,29.69,5.75,2.31,1,punch,punch,n,noun.act,act,blow.n.01,stroke.n.12,blow,stroke
punishment,19,19,13.43,5.47,2.25,1,punishment,punishment,n,noun.act,act,social_control.n.01,group_action.n.01,social_control,group_action
push,19,19,70.55,4.26,1.85,1,push,push,n,noun.act,act,propulsion.n.02,act.n.02,propulsion,act
pushup,19,19,0.24,7.53,2.14,1,pushup,pushup,n,noun.act,act,arm_exercise.n.01,exercise.n.01,arm_exercise,exercise
put,18,18,828.45,3.72,2.3,1,put,put,n,noun.act,act,option.n.01,derivative_instrument.n.01,option,derivative_instrument
refereeing,18,18,0.1,7.06,2.13,1,refereeing,refereeing,n,noun.act,act,decision_making.n.01,higher_cognitive_process.n.01,decision_making,higher_cognitive_process
rehearsal,19,19,12.45,7.79,2.2,1,rehearsal,rehearsal,n,noun.act,act,exercise.n.03,training.n.01,exercise,training
removal,19,19,2.06,6.63,1.98,1,removal,removal,n,noun.act,act,separation.n.09,change_of_integrity.n.01,separation,change_of_integrity
repair,21,21,8.82,7.81,2.16,1,repair,repair,n,noun.act,act,improvement.n.02,change_of_state.n.01,improvement,change_of_state
rescue,18,18,25.41,7.17,3.33,1,rescue,rescue,n,noun.act,act,recovery.n.03,act.n.02,recovery,act
responsibility,19,19,35.41,6.89,2.08,1,responsibility,responsibility,n,noun.act,act,social_control.n.01,group_action.n.01,social_control,group_action
ride,18,18,135.37,4.67,2.17,1,ride,ride,n,noun.act,act,journey.n.01,travel.n.01,journey,travel
robbery,21,21,23.04,7.43,2.48,1,robbery,robbery,n,noun.act,act,larceny.n.01,felony.n.01,larceny,felony
role,20,20,18.22,6.65,2.58,1,role,role,n,noun.act,act,duty.n.02,work.n.01,duty,work
roller,20,20,5.75,6.65,2.03,1,roller,roller,n,noun.act,act,grounder.n.01,hit.n.02,grounder,hit
rowing,19,19,1.27,7.68,2.19,1,rowing,rowing,n,noun.act,act,sport.n.01,diversion.n.01,sport,diversion
run,19,19,350.55,4.47,1.9,1,run,run,n,noun.act,act,score.n.10,success.n.02,score,success
rush,20,20,31.41,6.7,2.05,1,rush,rush,n,noun.act,act,motion.n.06,change.n.03,motion,change
sale,21,21,25.39,6.76,1.89,1,sale,sale,n,noun.act,act,selling.n.01,commerce.n.01,selling,commerce
save,18,18,162.31,5.44,1.69,1,save,save,n,noun.act,act,prevention.n.01,hindrance.n.03,prevention,hindrance
scamper,19,18,0.25,7.78,2.37,0.95,scamper,scamper,n,noun.act,act,haste.n.02,motion.n.06,haste,motion
schooling,19,19,1.43,6.37,2.39,1,schooling,schooling,n,noun.act,act,teaching.n.01,education.n.04,teaching,education
schoolwork,19,19,0.96,5.21,0.85,1,schoolwork,schoolwork,n,noun.act,act,assignment.n.05,undertaking.n.01,assignment,undertaking
selection,19,19,4.55,7.21,2.02,1,selection,selection,n,noun.act,act,action.n.01,act.n.02,action,act
sell,19,19,92.25,7.05,2.53,1,sell,sell,n,noun.act,act,sale.n.02,selling.n.01,sale,selling
serve,18,18,37.94,7.17,2.12,1,serve,serve,n,noun.act,act,tennis_stroke.n.01,stroke.n.01,tennis_stroke,stroke
